Point ID,vtkOriginalPointIds,Points_0,Points_1,Points_2,Points_Magnitude
574,48717,12.5963,-19.284,230.075,231.225
575,48718,12.9701,-20.0093,230.753,231.982
576,48719,14.1982,-19.9512,229.464,230.767
577,48720,13.799,-20.625,230.801,232.131
578,48721,13.6333,-19.9185,230.014,231.277
579,48747,7.83181,-17.0816,229.937,230.704
580,48748,7.80904,-17.7843,231.046,231.861
581,48749,9.86434,-17.7273,229.81,230.703
582,48750,8.89511,-17.4263,229.925,230.756
583,48751,8.863,-18.1311,231.027,231.906
584,48752,0.251882,-55.0871,231.529,237.993
585,48753,1.36154,-54.843,231.79,238.194
586,48754,3.47493,-54.995,231.311,237.784
587,48755,2.43862,-55.0593,231.404,237.876
588,48760,-5.39201,-53.138,232.634,238.686
589,48763,-4.00623,-54.4588,231.56,237.911
590,48764,-4.16382,-53.7662,232.353,238.529
591,48765,-2.98481,-54.6433,231.636,238.012
592,48766,-4.05692,-53.2118,232.992,239.025
593,48767,-2.96682,-53.8594,232.583,238.757
594,48768,-1.88749,-54.6642,231.861,238.225
595,48769,-0.788974,-53.7513,233.042,239.162
596,48770,-0.795341,-54.6096,232.074,238.414
597,48771,-1.86365,-53.8949,232.765,238.93
598,48772,0.291818,-54.3307,232.443,238.708
599,48773,1.35521,-54.062,232.693,238.895
600,48774,2.43906,-54.4193,232.171,238.476
601,48775,3.4856,-53.481,233.026,239.11
602,48776,3.50113,-54.3172,232.116,238.413
603,48777,2.45883,-53.6326,233.03,239.134
604,48778,4.55998,-54.4561,231.736,238.092
605,48779,5.62789,-54.6273,231.216,237.648
606,48780,5.62651,-53.9678,231.995,238.256
607,48781,4.5497,-53.3876,232.918,239.002
608,48782,4.5863,-54.0039,232.248,238.488
609,48783,5.5932,-53.1145,232.931,238.976
610,48784,7.64728,-52.9086,232.445,238.513
611,48785,6.60155,-52.9662,232.769,238.811
612,48786,7.66739,-53.8375,231.394,237.698
613,48787,6.68718,-53.693,231.95,238.178
614,48788,6.7,-54.3181,231.213,237.602
615,48789,9.28413,-52.9586,231.618,237.776
616,48790,8.33358,-53.1652,231.868,238.031
617,48791,10.2801,-52.4963,231.548,237.647
618,48800,9.82838,-51.9814,232.359,238.306
619,48801,8.80274,-52.4041,232.461,238.457
620,48802,10.9664,-51.7519,231.902,237.86
621,48803,11.8242,-51.3664,231.702,237.622
622,48804,10.8571,-50.9688,232.745,238.508
623,48805,11.9222,-50.3659,232.618,238.307
624,48806,13.5694,-50.5754,231.117,236.975
625,48807,12.5299,-50.6413,231.914,237.709
626,48815,13.4876,-49.8276,231.947,237.622
627,48816,12.6984,-49.6582,232.72,238.298
628,48817,14.0608,-48.781,232.428,237.908
629,48818,13.2021,-49.179,232.77,238.274
630,48819,15.1677,-48.8566,231.314,236.903
631,48820,14.9027,-48.3993,232.004,237.467
632,48821,14.4521,-49.5761,231.323,237.017
633,48827,15.8284,-47.7699,231.609,237.013
634,48828,14.8235,-47.6945,232.67,237.97
635,48829,16.1375,-46.2819,232.466,237.577
636,48830,15.6388,-47.1482,232.322,237.574
637,48831,17.0863,-46.2567,231.409,236.604
638,48832,16.6613,-47.1232,231.214,236.554
639,48838,18.3717,-44.199,231.271,236.172
640,48839,17.7091,-45.09,231.517,236.53
641,48840,17.6824,-43.9931,232.28,237.069
642,48841,17.1496,-44.7064,232.446,237.327
643,48842,16.8059,-45.5421,232.269,237.288
644,48849,17.7556,-43.0259,232.73,237.339
645,48850,18.3463,-43.2584,231.889,236.602
646,48851,18.4682,-41.9208,232.364,236.837
647,48852,18.8331,-42.4872,231.623,236.239
648,48858,19.5499,-40.7451,231.313,235.686
649,48859,19.4552,-39.8473,231.792,235.996
650,48860,19.0901,-41.1311,231.852,236.245
651,48861,18.5835,-39.8125,233.001,237.107
652,48862,18.4614,-40.7524,232.834,237.093
653,48868,19.5917,-37.6168,232.145,235.987
654,48869,19.5543,-38.5601,232.012,236.006
655,48870,19.9947,-39.2235,231.104,235.26
656,48871,19.1576,-39.2082,232.425,236.486
657,48872,20.1679,-37.9049,231.119,235.074
658,48877,19.6513,-36.6152,232.17,235.86
659,48878,19.6796,-35.5067,232.165,235.687
660,48879,20.212,-36.5757,231.197,234.943
661,48880,20.2512,-35.4756,231.15,234.732
662,48887,20.2494,-34.6771,231.124,234.587
663,48888,20.2441,-33.8635,231.093,234.437
664,48889,19.6705,-34.4198,232.149,235.51
665,48890,19.6304,-33.3289,232.113,235.314
666,48895,19.3393,-31.2427,232.083,234.974
667,48896,19.2646,-32.3035,232.485,235.508
668,48897,19.9583,-31.3127,231.099,234.063
669,48898,19.9731,-32.2589,231.331,234.421
670,48899,20.2338,-32.9051,230.988,234.196
671,48904,19.6226,-30.2184,231.271,234.06
672,48905,18.482,-29.1943,232.509,235.063
673,48906,19.0841,-29.2616,231.687,234.306
674,48907,19.0607,-30.2693,232.157,234.896
675,48913,19.2676,-28.6893,231.108,233.678
676,48914,19.0117,-27.756,230.965,233.402
677,48915,18.5601,-27.0025,231.171,233.482
678,48916,18.0881,-28.1939,232.542,234.942
679,48917,18.5824,-28.1438,231.846,234.286
680,48918,17.9697,-27.1306,232.087,234.358
681,48924,17.686,-24.9358,230.862,232.877
682,48925,17.893,-26.0415,231.455,233.601
683,48926,17.3263,-25.3676,231.696,233.724
684,48927,17.3711,-26.3209,232.325,234.455
685,48928,16.9103,-25.4814,232.279,234.284
686,48934,15.7597,-23.0364,231.486,233.163
687,48935,15.8531,-23.8126,232.111,233.867
688,48936,15.0812,-23.2282,232.364,234.009
689,48937,16.2406,-24.7379,232.461,234.337
690,48938,16.9429,-24.6488,231.593,233.517
691,48939,16.4899,-23.8225,231.409,233.216
692,48947,14.2226,-21.3061,231.218,232.633
693,48948,13.0002,-20.8911,231.802,233.104
694,48949,13.7242,-21.6767,232.074,233.488
695,48950,14.0472,-22.7211,232.827,234.355
696,48951,13.0089,-21.9764,232.922,234.318
697,48952,11.8796,-20.6694,232.359,233.579
698,48953,11.9871,-21.3318,232.98,234.262
699,48954,14.5175,-22.1841,231.892,233.403
700,48955,15.1058,-22.2171,231.338,232.893
701,48965,7.56912,-18.4875,232.098,232.956
702,48966,6.2666,-18.342,232.366,233.173
703,48967,7.68158,-19.1596,232.862,233.775
704,48968,6.69574,-19.035,233.053,233.925
705,48969,5.48166,-18.3874,232.638,233.428
706,48970,8.82292,-18.8621,232.023,232.956
707,48971,9.89747,-19.0164,231.65,232.64
708,48972,9.29042,-19.7891,232.881,233.904
709,48973,9.96609,-19.6802,232.411,233.456
710,48974,8.35423,-19.5892,233.081,234.052
711,48975,10.9583,-19.3848,231.467,232.535
712,48976,10.9012,-20.161,232.42,233.547
713,48977,12.0701,-20.0158,231.475,232.652
714,48992,5.61999,-17.5355,231.504,232.235
715,48994,4.49437,-18.6384,233.124,233.911
716,48995,6.69658,-17.7564,231.457,232.234
717,48996,-2.89306,-53.2185,233.28,239.29
718,48997,-1.8319,-53.1403,233.547,239.523
719,48998,-0.840317,-52.9901,233.792,239.724
720,48999,0.255404,-53.5469,233.284,239.351
721,49000,0.887965,-53.1342,233.67,239.637
722,49001,-0.147884,-52.5048,234.256,240.068
723,49002,2.95377,-52.5889,233.976,239.832
724,49003,1.84789,-53.0221,233.707,239.654
725,49004,3.97915,-52.5244,233.873,239.732
726,49005,4.68826,-52.8081,233.469,239.413
727,49007,-8.50401,-51.0359,233.358,239.025
728,49008,-7.66122,-50.8315,233.927,239.508
729,49009,-7.7276,-51.5675,233.256,239.013
730,49010,-6.64796,-51.8209,233.479,239.253
731,49011,-5.55904,-51.1626,234.417,240
732,49012,-5.5504,-51.8714,233.824,239.572
733,49013,-5.47786,-52.4002,233.357,239.231
734,49014,-6.67574,-50.8929,234.26,239.818
735,49015,-4.47804,-52.3258,233.737,239.565
736,49016,-4.70437,-51.1345,234.682,240.234
737,49017,-4.02651,-50.5833,235.264,240.674
738,49018,-3.99126,-51.6451,234.458,240.112
739,49019,-3.02648,-51.0487,235.124,240.621
740,49020,-2.86097,-51.865,234.513,240.197
741,49021,-3.27091,-52.4413,233.936,239.764
742,49022,-1.88608,-52.2455,234.347,240.107
743,49023,-0.814555,-51.8764,234.753,240.418
744,49024,-1.77355,-51.149,235.23,240.733
745,49025,0.835353,-52.3556,234.374,240.152
746,49026,0.578124,-51.5441,235.047,240.633
747,49027,1.8995,-51.9588,234.643,240.335
748,49028,2.91771,-51.6456,234.795,240.426
749,49029,3.95774,-51.6152,234.675,240.317
750,49030,5.34211,-50.921,234.977,240.49
751,49031,5.10809,-51.9044,234.208,239.945
752,49032,4.57582,-50.9615,235.105,240.608
753,49033,5.71416,-52.3409,233.659,239.517
754,49034,7.71559,-50.5524,234.591,240.1
755,49035,6.88737,-50.4381,234.947,240.399
756,49036,6.03044,-50.8564,234.857,240.376
757,49037,6.94855,-52.2314,233.384,239.258
758,49038,6.40793,-51.6011,234.13,239.835
759,49039,7.69268,-51.4681,233.823,239.544
760,49040,8.44669,-51.9616,233.062,238.934
761,49041,9.7576,-50.3808,233.874,239.438
762,49042,9.73508,-51.1979,233.166,238.919
763,49043,8.77293,-51.2604,233.569,239.289
764,49044,8.70032,-50.4205,234.322,239.843
765,49045,10.7471,-50.2304,233.479,239.063
766,49047,-11.4018,-48.1622,233.847,239.027
767,49049,-10.3725,-48.4395,234.315,239.494
768,49050,-9.35004,-48.4138,234.883,240.003
769,49051,-9.73949,-49.3698,234.031,239.38
770,49052,-9.47034,-50.145,233.587,239.097
771,49053,-8.17387,-50.0703,234.299,239.729
772,49054,-8.76057,-49.4369,234.489,239.804
773,49055,-7.20615,-49.8378,234.858,240.196
774,49056,-8.01268,-48.8697,235.189,240.346
775,49057,-6.15243,-50.0703,235.054,240.406
776,49058,-5.08684,-50.3007,235.198,240.571
777,49059,9.73993,-49.5975,234.519,239.904
778,49060,8.72478,-49.5956,234.96,240.296
779,49061,10.2292,-48.6904,234.963,240.173
780,49062,11.2199,-48.5486,234.553,239.787
781,49063,10.7849,-49.4657,234.094,239.506
782,49064,11.9334,-48.7608,233.978,239.302
783,49065,11.782,-49.6937,233.313,238.838
784,49066,13.5094,-48.2705,233.291,238.615
785,49067,12.6392,-48.6954,233.573,238.93
786,49069,-13.0246,-46.5722,233.693,238.644
787,49070,-11.8425,-46.3947,234.65,239.486
788,49071,-12.2362,-47.1696,233.92,238.942
789,49072,-11.3406,-47.3926,234.393,239.405
790,49073,-10.2581,-47.651,234.876,239.881
791,49074,14.0204,-46.1683,234.371,239.287
792,49075,13.8464,-47.1122,233.889,238.988
793,49076,12.8545,-47.0699,234.588,239.609
794,49077,12.9623,-47.7336,234.072,239.241
795,49078,11.9122,-47.6418,234.788,239.868
796,49079,15.3178,-46.0532,233.414,238.406
797,49080,14.9045,-46.6462,233.377,238.459
798,49081,14.2669,-47.7208,233.125,238.386
799,49086,-12.302,-45.4461,234.838,239.511
800,49088,15.8636,-44.4401,233.901,238.613
801,49089,14.9058,-44.6162,234.603,239.273
802,49090,15.9544,-45.5084,233.178,238.112
803,49091,14.9087,-45.4129,234.158,238.987
804,49092,15.4545,-43.8174,234.575,239.132
805,49093,16.413,-44.6371,233.268,238.067
806,49094,16.9333,-43.9075,233.161,237.863
807,49100,17.5505,-42.3954,233.24,237.71
808,49101,16.7483,-43.0622,233.781,238.303
809,49102,16.9365,-42.0688,234.006,238.36
810,49103,15.8727,-42.7324,234.716,239.102
811,49104,16.2884,-43.5554,233.982,238.558
812,49105,16.3715,-41.5814,234.717,238.933
813,49113,17.8607,-39.9859,233.787,237.854
814,49114,17.1509,-40.7751,234.262,238.402
815,49115,17.8373,-41.3849,233.331,237.643
816,49116,17.2467,-39.506,234.548,238.477
817,49122,17.8243,-38.7353,234.155,238.005
818,49123,17.3662,-38.0481,234.757,238.454
819,49124,18.5795,-38.6951,233.309,237.225
820,49125,18.0703,-37.5203,234.122,237.797
821,49126,18.7929,-37.6081,233.256,237.015
822,49132,19.1639,-35.5114,232.935,236.404
823,49133,18.9281,-36.5647,233.21,236.817
824,49134,18.6068,-35.5143,233.666,237.081
825,49135,17.7756,-35.5503,234.604,237.947
826,49136,18.3243,-36.5595,233.95,237.498
827,49137,17.7028,-36.5254,234.627,238.112
828,49144,18.9544,-34.4475,233.201,236.492
829,49145,18.2967,-33.436,233.946,237.03
830,49146,18.2053,-34.4823,234.118,237.343
831,49147,18.9654,-33.3865,233.1,236.242
832,49153,18.549,-32.6861,233.532,236.536
833,49154,18.7913,-31.0619,232.817,235.631
834,49155,18.3789,-31.841,233.564,236.44
835,49156,17.6667,-32.9045,234.576,237.53
836,49157,17.5791,-31.8484,234.478,237.283
837,49164,17.6858,-29.7613,233.727,236.277
838,49165,16.8789,-29.2158,234.375,236.792
839,49166,17.5359,-30.8215,234.256,236.925
840,49167,17.0287,-29.9899,234.515,237.037
841,49168,18.2964,-29.8396,233.021,235.636
842,49169,18.166,-30.8321,233.54,236.266
843,49176,17.3494,-27.1588,232.869,235.089
844,49177,17.3186,-27.8805,233.301,235.598
845,49178,17.5425,-28.7061,233.45,235.861
846,49179,15.7365,-27.1718,234.476,236.569
847,49180,16.5637,-27.5246,233.902,236.098
848,49181,15.8764,-27.9034,234.717,236.903
849,49182,16.6126,-28.413,234.29,236.59
850,49188,15.8469,-25.0806,233.112,234.993
851,49189,15.4904,-25.549,233.761,235.663
852,49190,15.6033,-26.2826,234.105,236.092
853,49191,14.7881,-25.3947,234.263,236.099
854,49192,14.9057,-26.5297,234.828,236.792
855,49193,14.0385,-25.4051,234.846,236.633
856,49194,16.4291,-26.6425,233.546,235.634
857,49195,16.5699,-25.9819,232.996,235.025
858,49203,13.4982,-23.2529,233.708,235.249
859,49204,13.8077,-24.0445,234.107,235.743
860,49205,12.5805,-23.1462,234.228,235.704
861,49206,13.9112,-24.7346,234.515,236.226
862,49207,12.9308,-23.9838,234.647,236.224
863,49208,11.3061,-22.846,234.717,236.097
864,49209,12.1359,-23.7573,234.949,236.459
865,49210,15.2827,-24.2652,233.047,234.805
866,49211,14.5906,-24.3208,233.7,235.415
867,49212,14.4651,-23.5483,233.202,234.834
868,49225,9.31597,-21.0563,234.148,235.277
869,49226,8.20955,-20.8163,234.365,235.431
870,49227,9.92306,-21.6389,234.401,235.607
871,49228,8.74168,-21.6024,234.863,236.016
872,49229,7.59217,-21.2305,234.937,236.017
873,49230,9.91822,-20.5353,233.36,234.471
874,49231,10.9145,-20.9302,233.226,234.417
875,49232,10.7619,-21.7179,234.058,235.31
876,49233,11.6961,-22.1791,233.951,235.291
877,49234,10.3512,-22.6776,235.058,236.376
878,49235,12.3999,-22.2825,233.613,235.001
879,49249,2.39249,-19.4963,234.172,234.994
880,49250,3.44469,-19.1354,233.764,234.572
881,49251,3.4297,-19.8601,234.49,235.354
882,49252,1.79596,-20.0173,234.675,235.534
883,49253,2.86156,-20.4219,235.038,235.941
884,49254,4.50652,-19.5853,234.125,234.986
885,49255,5.5888,-19.2357,233.566,234.424
886,49256,5.60145,-20.5816,234.866,235.833
887,49257,5.57833,-19.8945,234.234,235.143
888,49258,4.04368,-20.437,234.974,235.896
889,49259,4.92265,-20.6861,235.084,236.044
890,49260,6.551,-19.8069,233.915,234.843
891,49261,6.57481,-20.7855,234.83,235.84
892,49262,7.70798,-19.9896,233.745,234.725
893,49263,7.15403,-20.2957,234.223,235.21
894,49264,8.78217,-20.4136,233.761,234.815
895,49265,-0.501657,-50.7698,235.612,241.02
896,49266,0.834289,-50.6093,235.745,241.117
897,49267,1.88645,-50.9716,235.428,240.89
898,49268,3.21233,-50.7282,235.483,240.907
899,49269,-7.46664,-48.1131,235.847,240.82
900,49270,-6.67916,-48.861,235.674,240.779
901,49271,-5.11371,-48.3892,236.392,241.348
902,49272,-5.6616,-49.154,235.799,240.934
903,49273,-4.36721,-49.5143,235.904,241.084
904,49274,-3.88718,-48.8224,236.427,241.446
905,49275,-2.77836,-48.8225,236.623,241.623
906,49276,-2.93515,-49.9781,235.888,241.142
907,49277,-1.86582,-48.4143,236.979,241.881
908,49278,-0.908185,-48.8949,236.797,241.794
909,49279,-1.59618,-49.9449,236.087,241.317
910,49280,0.0862739,-49.7192,236.345,241.518
911,49281,0.579757,-48.7114,236.966,241.921
912,49282,1.42099,-49.7876,236.291,241.484
913,49283,2.42418,-50.0653,236.043,241.306
914,49284,3.43798,-48.6256,236.877,241.841
915,49285,3.4701,-49.502,236.318,241.472
916,49286,2.50022,-49.0286,236.715,241.752
917,49287,1.84882,-48.6792,236.964,241.92
918,49288,4.28343,-48.7373,236.704,241.707
919,49289,5.0725,-48.7964,236.536,241.57
920,49290,4.09451,-49.9724,235.913,241.183
921,49291,5.07104,-49.861,235.825,241.091
922,49292,7.12563,-49.271,235.735,240.934
923,49293,7.15008,-48.2513,236.397,241.377
924,49294,7.77071,-49.8217,235.14,240.486
925,49295,6.07709,-49.8436,235.61,240.902
926,49296,6.11818,-48.7255,236.358,241.406
927,49297,9.18741,-48.6311,235.468,240.613
928,49298,8.13873,-48.2062,236.129,241.136
929,49299,8.17115,-48.9621,235.621,240.793
930,49300,-10.9064,-46.7015,235.054,239.897
931,49301,-10.3073,-46.0711,235.69,240.372
932,49302,-9.32966,-45.9228,236.213,240.817
933,49303,-9.53505,-47.0178,235.595,240.43
934,49304,-7.19732,-47.2288,236.41,241.189
935,49305,-8.7613,-47.7351,235.554,240.501
936,49306,-7.28251,-46.151,236.896,241.459
937,49307,-8.14744,-47.1105,236.131,240.923
938,49308,-8.20384,-46.0878,236.597,241.183
939,49309,-6.28368,-46.6751,236.963,241.598
940,49310,-6.13781,-47.8417,236.419,241.289
941,49311,-5.49162,-46.9354,237.053,241.717
942,49312,-3.49021,-47.8857,237.023,241.837
943,49313,-4.50897,-47.7877,236.867,241.681
944,49314,5.47961,-48.0057,236.943,241.819
945,49315,7.62277,-47.2909,236.83,241.626
946,49316,6.59756,-47.5822,236.939,241.759
947,49317,9.6196,-46.5561,236.551,241.28
948,49318,8.67588,-46.5932,236.877,241.571
949,49319,9.75658,-47.5982,235.9,240.852
950,49320,8.69778,-47.537,236.346,241.236
951,49321,11.2808,-46.0434,236.08,240.793
952,49322,10.5737,-46.0991,236.388,241.073
953,49323,10.7913,-47.6739,235.373,240.395
954,49324,11.7307,-46.9387,235.337,240.259
955,49325,10.761,-46.9181,235.849,240.711
956,49326,12.2438,-45.9108,235.641,240.384
957,49327,12.5833,-46.5111,235.101,239.988
958,49328,13.0973,-45.9826,235.093,239.906
959,49329,-11.3497,-45.5125,235.393,240.021
960,49330,-12.3563,-43.9212,235.457,239.837
961,49331,-12.2914,-44.7178,235.178,239.707
962,49332,-11.4479,-44.5375,235.753,240.196
963,49333,-9.73444,-44.4235,236.649,240.979
964,49334,-10.3612,-45.0088,236.131,240.605
965,49335,-11.1256,-43.9392,236.152,240.462
966,49336,-8.81267,-45.1932,236.741,241.177
967,49337,11.8024,-45.2964,236.2,240.794
968,49338,11.7863,-44.5574,236.56,241.008
969,49339,10.7883,-44.9257,236.866,241.33
970,49340,12.8058,-44.2658,236.144,240.598
971,49341,11.8901,-43.9177,236.787,241.119
972,49342,13.7923,-44.4581,235.457,240.014
973,49343,12.8568,-44.992,235.768,240.367
974,49344,13.7755,-45.3995,234.982,239.724
975,49345,14.417,-43.7436,235.382,239.846
976,49349,-11.4418,-41.8291,236.575,240.517
977,49350,-11.8918,-42.9445,236.051,240.22
978,49352,-11.0587,-42.9015,236.51,240.624
979,49353,-10.2164,-43.4928,236.75,240.929
980,49354,13.5803,-43.2983,236.106,240.427
981,49355,12.6804,-43.3944,236.586,240.867
982,49356,13.3073,-42.2714,236.646,240.76
983,49357,15.4505,-41.7783,235.412,239.589
984,49358,14.3737,-42.2883,235.993,240.182
985,49359,15.0419,-42.8846,235.308,239.657
986,49363,-11.7907,-39.6862,236.801,240.393
987,49364,-11.7222,-40.6508,236.676,240.427
988,49366,-12.4597,-40.7885,236.238,240.057
989,49367,15.8886,-39.6412,235.704,239.542
990,49368,15.5735,-40.7468,235.648,239.651
991,49369,14.5352,-41.2736,236.223,240.242
992,49370,14.229,-40.0122,236.773,240.551
993,49371,15.0543,-39.7318,236.302,240.091
994,49372,13.7799,-41.2043,236.716,240.67
995,49373,16.5,-40.1985,235.045,239.028
996,49380,15.8422,-37.4735,236.154,239.633
997,49381,15.9372,-38.6021,235.895,239.564
998,49382,15.1445,-38.6305,236.475,240.088
999,49383,14.7971,-37.57,236.875,240.292
1000,49384,16.7165,-38.8265,235.198,238.967
1001,49385,16.6078,-37.3458,235.556,239.076
1002,49395,15.5135,-36.2305,236.519,239.78
1003,49396,16.3053,-36.1302,235.927,239.234
1004,49397,17.0161,-36.0216,235.326,238.674
1005,49398,17.2208,-37.126,235.036,238.572
1006,49405,17.584,-33.9164,234.767,237.855
1007,49406,16.7763,-33.9309,235.535,238.557
1008,49407,17.2537,-34.9409,235.127,238.334
1009,49408,16.5689,-34.9861,235.742,238.899
1010,49409,16.0118,-35.042,236.192,239.314
1011,49410,16.0548,-33.8559,236.131,239.086
1012,49411,15.5858,-34.4453,236.501,239.504
1013,49419,15.218,-31.8227,236.489,239.106
1014,49420,15.5344,-32.9363,236.428,239.216
1015,49421,16.2788,-32.8824,235.854,238.691
1016,49422,15.9549,-31.835,235.951,238.623
1017,49423,16.9444,-32.8828,235.277,238.167
1018,49424,16.7073,-31.855,235.325,238.058
1019,49427,-9.35127,-29.0289,236.979,238.934
1020,49428,-9.98065,-30.3713,237.08,239.225
1021,49431,15.2464,-29.7689,235.96,238.319
1022,49432,15.1995,-30.8235,236.293,238.779
1023,49433,14.2818,-29.2614,236.457,238.689
1024,49434,14.3587,-30.2053,236.691,239.043
1025,49435,16.9958,-30.8254,234.811,237.435
1026,49436,16.5217,-30.3832,235.125,237.655
1027,49437,16.1091,-29.7253,235.271,237.688
1028,49438,16.1638,-30.8938,235.577,238.143
1029,49441,-9.27723,-27.9493,236.626,238.451
1030,49444,-8.23263,-27.5421,236.948,238.686
1031,49445,13.2852,-27.5105,236.396,238.362
1032,49446,13.9246,-28.1972,236.3,238.383
1033,49447,13.3359,-28.85,236.879,239.002
1034,49448,14.9006,-28.6649,235.819,238.021
1035,49449,15.8409,-28.7453,235.12,237.4
1036,49450,13.9831,-27.003,235.743,237.696
1037,49451,14.8816,-27.6249,235.393,237.476
1038,49454,-7.18788,-26.9296,237.139,238.771
1039,49455,-8.16262,-26.6629,236.602,238.239
1040,49456,-7.54166,-25.7354,236.427,237.943
1041,49460,-6.53715,-25.886,236.917,238.416
1042,49462,-5.61076,-25.1126,236.857,238.251
1043,49463,11.7715,-25.5084,236.212,237.877
1044,49464,10.8121,-25.5247,236.651,238.269
1045,49465,11.2405,-26.3587,236.872,238.599
1046,49466,12.1308,-26.6089,236.583,238.384
1047,49467,12.8958,-26.5506,236.17,238.007
1048,49468,13.8419,-26.1045,235.38,237.227
1049,49469,12.7507,-25.591,235.757,237.484
1050,49470,12.948,-24.8122,235.191,236.85
1051,49472,-4.89841,-24.3211,236.652,237.949
1052,49476,-3.95337,-23.2845,236.299,237.476
1053,49477,-2.83227,-23.4089,236.683,237.855
1054,49478,-3.85875,-24.0483,236.812,238.061
1055,49479,7.05005,-23.4479,236.702,237.965
1056,49480,7.69506,-22.788,236.107,237.329
1057,49481,8.51707,-23.4494,236.3,237.613
1058,49482,9.75428,-23.3651,235.81,237.165
1059,49483,9.63191,-24.1718,236.371,237.799
1060,49484,8.67575,-24.4318,236.843,238.258
1061,49485,10.5811,-24.7419,236.328,237.855
1062,49486,10.6539,-23.997,235.849,237.306
1063,49487,11.7135,-24.5057,235.668,237.228
1064,49488,11.3085,-23.6073,235.279,236.731
1065,49493,-1.47485,-23.0022,236.703,237.823
1066,49494,-0.762316,-22.0309,236.137,237.164
1067,49495,-1.8134,-22.2117,236.08,237.13
1068,49496,-0.786924,-21.1589,235.443,236.393
1069,49498,0.287971,-21.0149,235.47,236.406
1070,49499,0.271858,-21.8659,236.148,237.159
1071,49500,1.29281,-21.0776,235.599,236.544
1072,49501,1.3354,-21.8375,236.205,237.216
1073,49502,0.830203,-22.5698,236.704,237.779
1074,49503,-0.22138,-22.8869,236.817,237.921
1075,49504,1.92704,-20.6827,235.281,236.197
1076,49505,2.42622,-21.3837,235.866,236.846
1077,49506,3.69555,-21.0569,235.537,236.505
1078,49507,3.29705,-21.6856,236.069,237.085
1079,49508,3.79886,-22.3248,236.503,237.584
1080,49509,2.38133,-22.2445,236.517,237.572
1081,49510,1.6033,-22.7917,236.89,237.989
1082,49511,4.54223,-21.7102,235.977,237.017
1083,49512,5.53929,-21.6613,235.778,236.835
1084,49513,5.51805,-22.5116,236.408,237.542
1085,49514,4.95496,-22.9933,236.826,237.991
1086,49515,6.43584,-22.4853,236.208,237.363
1087,49516,6.67496,-21.6859,235.558,236.648
1088,49517,7.64654,-22.0493,235.584,236.737
1089,49518,9.49195,-22.4439,235.249,236.508
1090,49519,8.67596,-22.3847,235.508,236.729
1091,49520,-4.49107,-46.773,237.379,241.985
1092,49521,-3.41846,-46.8082,237.578,242.17
1093,49522,-2.41379,-47.322,237.486,242.167
1094,49523,-2.85516,-45.7868,238.132,242.511
1095,49524,-1.59133,-46.1233,238.151,242.581
1096,49525,-1.25835,-47.3701,237.595,242.275
1097,49526,1.36077,-47.676,237.539,242.28
1098,49527,0.011498,-47.7178,237.502,242.248
1099,49528,0.849436,-46.5301,238.115,242.62
1100,49529,-0.242092,-46.6302,238.031,242.556
1101,49530,3.47709,-47.6604,237.431,242.192
1102,49531,2.42328,-47.6779,237.502,242.253
1103,49532,3.47315,-46.0262,238.257,242.687
1104,49533,2.87586,-46.689,237.985,242.538
1105,49534,1.88694,-46.4746,238.133,242.633
1106,49535,5.10568,-47.0512,237.552,242.221
1107,49536,5.0572,-46.144,238.02,242.504
1108,49537,4.4411,-47.663,237.321,242.101
1109,49538,4.11246,-46.5947,237.927,242.481
1110,49539,7.34937,-46.4787,237.34,241.959
1111,49540,6.08285,-46.0462,237.863,242.355
1112,49541,5.9949,-47.0106,237.395,242.079
1113,49542,-8.68498,-44.4305,237.084,241.368
1114,49543,-7.71709,-44.7131,237.34,241.638
1115,49544,-6.67781,-45.541,237.349,241.771
1116,49545,-6.67453,-44.5411,237.74,241.969
1117,49546,-5.61899,-45.6422,237.6,242.009
1118,49547,-5.05,-44.0003,238.365,242.445
1119,49548,-5.71422,-44.6601,237.962,242.184
1120,49549,-3.98024,-45.6535,237.985,242.357
1121,49550,-4.78424,-45.3947,237.912,242.252
1122,49551,-2.80691,-44.5066,238.647,242.778
1123,49552,-3.97341,-44.5694,238.41,242.572
1124,49553,-1.36275,-44.0645,239.003,243.035
1125,49554,-1.51889,-45.1311,238.581,242.817
1126,49555,0.0400633,-45.5916,238.514,242.832
1127,49556,-0.252248,-44.5309,238.927,243.042
1128,49557,1.38643,-45.3581,238.642,242.919
1129,49558,0.811861,-44.5059,238.981,243.091
1130,49559,2.55236,-45.4868,238.555,242.866
1131,49560,3.36641,-44.579,238.881,243.028
1132,49561,4.08451,-45.1933,238.572,242.849
1133,49562,5.0316,-44.3579,238.795,242.932
1134,49563,5.02872,-45.2755,238.421,242.734
1135,49564,6.19715,-44.035,238.702,242.809
1136,49565,7.14094,-44.3724,238.352,242.552
1137,49566,6.08067,-45.063,238.311,242.61
1138,49567,7.12182,-45.4904,237.877,242.293
1139,49568,9.19216,-45.4586,237.258,241.749
1140,49569,8.16642,-45.4765,237.589,242.04
1141,49570,9.55886,-44.4477,237.577,241.888
1142,49571,9.02624,-43.5589,238.122,242.242
1143,49572,8.16249,-44.4134,238.055,242.301
1144,49573,10.0617,-45.4884,236.912,241.449
1145,49574,10.8207,-43.9619,237.273,241.554
1146,49575,-9.25124,-43.4776,237.179,241.309
